,location,startDate,entityId,displayId,cloudCover,spatialBounds,spatialCoverage
4195,3154606,2010-09-18 00:00:00,LT52180742010261CUB00,LT05_L2SP_218074_20100918_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-45.36855, -21.14803], [-45.36855, -19.30568], [-43.24936, -19.30568], [-43.24936, -21.14803], [-45.36855, -21.14803]]]}","{'type': 'Polygon', 'coordinates': [[[-45.36855, -20.89233], [-43.60997, -21.14803], [-43.24936, -19.55887], [-44.9907, -19.30568], [-45.36855, -20.89233]]]}"
4213,3156700,2010-09-18 00:00:00,LT52180742010261CUB00,LT05_L2SP_218074_20100918_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-45.36855, -21.14803], [-45.36855, -19.30568], [-43.24936, -19.30568], [-43.24936, -21.14803], [-45.36855, -21.14803]]]}","{'type': 'Polygon', 'coordinates': [[[-45.36855, -20.89233], [-43.60997, -21.14803], [-43.24936, -19.55887], [-44.9907, -19.30568], [-45.36855, -20.89233]]]}"
4246,3157807,2010-09-18 00:00:00,LT52180742010261CUB00,LT05_L2SP_218074_20100918_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-45.36855, -21.14803], [-45.36855, -19.30568], [-43.24936, -19.30568], [-43.24936, -21.14803], [-45.36855, -21.14803]]]}","{'type': 'Polygon', 'coordinates': [[[-45.36855, -20.89233], [-43.60997, -21.14803], [-43.24936, -19.55887], [-44.9907, -19.30568], [-45.36855, -20.89233]]]}"
4267,3162955,2010-09-18 00:00:00,LT52180742010261CUB00,LT05_L2SP_218074_20100918_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-45.36855, -21.14803], [-45.36855, -19.30568], [-43.24936, -19.30568], [-43.24936, -21.14803], [-45.36855, -21.14803]]]}","{'type': 'Polygon', 'coordinates': [[[-45.36855, -20.89233], [-43.60997, -21.14803], [-43.24936, -19.55887], [-44.9907, -19.30568], [-45.36855, -20.89233]]]}"
4287,3168705,2010-08-26 00:00:00,LT52170742010238CUB00,LT05_L2SP_217074_20100826_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-43.80201, -21.14653], [-43.80201, -19.30418], [-41.68284, -19.30418], [-41.68284, -21.14653], [-43.80201, -21.14653]]]}","{'type': 'Polygon', 'coordinates': [[[-43.80201, -20.89083], [-42.04345, -21.14653], [-41.68284, -19.55736], [-43.42417, -19.30418], [-43.80201, -20.89083]]]}"
4676,3300209,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}"
4689,3300233,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}"
4700,3300258,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}"
4861,3301009,2010-09-04 00:00:00,LT52160752010247CUB00,LT05_L2SP_216075_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.61461, -22.58671], [-42.61461, -20.74255], [-40.47403, -20.74255], [-40.47403, -22.58671], [-42.61461, -22.58671]]]}","{'type': 'Polygon', 'coordinates': [[[-42.61461, -22.32852], [-40.83888, -22.58671], [-40.47403, -20.99801], [-42.23101, -20.74255], [-42.61461, -22.32852]]]}"
4888,3301306,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}"
4955,3302403,2010-09-04 00:00:00,LT52160752010247CUB00,LT05_L2SP_216075_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.61461, -22.58671], [-42.61461, -20.74255], [-40.47403, -20.74255], [-40.47403, -22.58671], [-42.61461, -22.58671]]]}","{'type': 'Polygon', 'coordinates': [[[-42.61461, -22.32852], [-40.83888, -22.58671], [-40.47403, -20.99801], [-42.23101, -20.74255], [-42.61461, -22.32852]]]}"
5108,3303401,2010-09-04 00:00:00,LT52160752010247CUB00,LT05_L2SP_216075_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.61461, -22.58671], [-42.61461, -20.74255], [-40.47403, -20.74255], [-40.47403, -22.58671], [-42.61461, -22.58671]]]}","{'type': 'Polygon', 'coordinates': [[[-42.61461, -22.32852], [-40.83888, -22.58671], [-40.47403, -20.99801], [-42.23101, -20.74255], [-42.61461, -22.32852]]]}"
5173,3303955,2010-09-02 00:00:00,LT52180752010245CUB00,LT05_L2SP_218075_20100902_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-45.70264, -22.58821], [-45.70264, -20.74405], [-43.56204, -20.74405], [-43.56204, -22.58821], [-45.70264, -22.58821]]]}","{'type': 'Polygon', 'coordinates': [[[-45.70264, -22.33002], [-43.92689, -22.58821], [-43.56204, -20.99951], [-45.31903, -20.74405], [-45.70264, -22.33002]]]}"
5241,3304300,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}"
5266,3304524,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}"
5298,3305208,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}"
5330,3305604,2010-09-04 00:00:00,LT52160762010247CUB00,LT05_L2SP_216076_20100904_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-42.96881, -24.03136], [-42.96881, -22.18522], [-40.80483, -22.18522], [-40.80483, -24.03136], [-42.96881, -24.03136]]]}","{'type': 'Polygon', 'coordinates': [[[-42.96881, -23.77045], [-41.1744, -24.03136], [-40.80483, -22.44317], [-42.5789, -22.18522], [-42.96881, -23.77045]]]}"
5365,3305802,2010-08-26 00:00:00,LT52170752010238CUB00,LT05_L2SP_217075_20100826_20200823_02_T1,0,"{'type': 'Polygon', 'coordinates': [[[-44.14845, -22.58338], [-44.14845, -20.73922], [-42.00792, -20.73922], [-42.00792, -22.58338], [-44.14845, -22.58338]]]}","{'type': 'Polygon', 'coordinates': [[[-44.14845, -22.3252], [-42.37276, -22.58338], [-42.00792, -20.99468], [-43.76486, -20.73922], [-44.14845, -22.3252]]]}"
