,location_ID,lowerLeft_lon,lowerLeft_lat,upperRight_lon,upperRight_lat
285,4209409,-48.78803807898953,-28.49760735566457,-48.77207702402876,-28.434060617159673
286,4211306,-48.654637544173,-26.8974391192712,-48.64590040402919,-26.857523309039607
287,4211900,-48.670958765915316,-27.6470436836907,-48.65510671957634,-27.606690836114183
288,4216602,-48.646482490212634,-27.5903120772487,-48.6160227158664,-27.547181176681818
289,4217006,-49.19133138620134,-28.33063220130174,-49.1756843247193,-28.3268955250758
290,4217907,-51.26034100697524,-27.101965160986367,-51.245914375254,-27.09889273968855
291,4218707,-49.04317346521583,-28.489470960837707,-48.97648881768225,-28.422465068280644
292,4300604,-51.0777294542001,-29.99770670156937,-51.0463644792751,-29.984452391878165
293,4302105,-51.54433824605502,-29.181199031818494,-51.48894414323348,-29.12432010965574
294,4303103,-51.09530007036619,-29.96578807921867,-51.09096116892806,-29.9506294443447
295,4303509,-51.815641344249855,-30.87189145707248,-51.80377366232341,-30.8507043892559
296,4304606,-51.218434755185456,-29.967521147412867,-51.12781691273756,-29.88142059592093
297,4305108,-51.25074857201139,-29.22078564341234,-51.133671925426995,-29.11433799396002
298,4306056,-52.0494104017764,-30.999345191822,-52.01647545860362,-30.969320197098057
299,4306767,-51.31692976828117,-29.9992925945868,-51.30982157552495,-29.990192772485102
300,4307609,-51.22438863933871,-29.6501479676013,-51.1742939249861,-29.636079135960472
301,4309209,-51.07561115202486,-29.95027011122852,-50.938426047077144,-29.867437749950398
302,4309308,-51.33019609831058,-30.13810368118544,-51.306832968342235,-30.092713208540545
303,4312401,-51.503969540856986,-29.699373173069034,-51.45581893469034,-29.6716684266093
304,4313409,-51.14525955127891,-29.742107905493242,-51.07801646703325,-29.649615117807855
305,4313656,-50.5060519722618,-30.342449802747012,-50.27627059102855,-30.2600666451319
306,4314100,-52.452757539112895,-28.273108847455887,-52.38304116010664,-28.243029392614403
307,4314407,-52.36522769062316,-31.77775547856953,-52.29925082751305,-31.69699675154351
308,4314803,-51.26103741047842,-29.714592638990553,-51.218712830053505,-29.6962586011397
309,4314902,-51.25606136186559,-30.21415577399557,-51.09731295901253,-29.967839479532245
310,4315602,-52.15939748806369,-32.066621286487816,-52.0772836104432,-32.036102806014014
311,4318705,-51.19076965533742,-29.79687804969757,-51.09234263818166,-29.716410601385633
312,4321105,-51.409204729379155,-30.68109703121212,-51.39274757151486,-30.649836403220093
313,4321600,-50.163109447768875,-30.025573998687264,-50.1303765006803,-29.9873019471826
314,4323002,-51.123616154357705,-30.08189684094,-51.01288709532588,-30.045964072549395
315,5002704,-54.655946642478966,-20.562358392227964,-54.569815668721446,-20.42233167518259
316,5003207,-57.67457473953738,-19.060668096190682,-57.63123004194682,-18.993915643373327
317,5103403,-56.08268307708397,-15.666083094063367,-55.98036406218341,-15.536711812419071
318,5108402,-56.161916302138195,-15.6580648240885,-56.08541352578425,-15.622881756498145
319,5201108,-48.98572425867263,-16.35486800599955,-48.9572179026313,-16.3288257446492
320,5208707,-49.27211018429648,-16.731913851550303,-49.21421837731589,-16.606567415501047
321,5215231,-48.04193866995695,-16.07667198036671,-48.034927327888056,-16.0560782141982
322,5221858,-48.0244055245459,-16.0695752570385,-47.9841113505533,-16.05026199682584
